PUBMEDID	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	SNPS	RISK ALLELE FREQUENCY	P-VALUE	OR or BETA
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6537825	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6537825	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6537825	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6537825	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs10858047	0.444	8E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs10858047	0.444	8E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs10858047	0.444	8E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs10858047	0.444	8E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6538761	NR	2E-6	1.24
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs10489525	0.465	9E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs10489525	0.465	9E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs10489525	0.465	9E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11102800	0.382	4E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11102800	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11102800	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11102807	0.382	4E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11582563	0.382	2E-7	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11582563	0.382	4E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11582563	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11582563	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11585926	0.382	2E-7	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11585926	0.382	4E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11585926	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11585926	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11587400	0.449	7E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11587400	0.449	7E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11587400	0.444	8E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11587400	0.444	8E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11589568	0.382	2E-7	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11589568	0.382	4E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11589568	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs11589568	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs1877455	0.449	7E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs1877455	0.449	7E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs1877455	0.444	8E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs1877455	0.444	8E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs3827735	0.382	4E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs3827735	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6661053	0.382	2E-7	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6661053	0.382	4E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6661053	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs6661053	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs7511633	0.382	2E-7	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs7511633	0.382	4E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs7511633	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs7511633	0.382	6E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs8453	0.481	3E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs8453	0.481	3E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs8453	0.481	3E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs8453	0.465	9E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs8453	0.465	9E-8	
24189344	http://europepmc.org/abstract/MED/24189344	Common genetic variants on 1p13.2 associate with risk of autism.	Autism	275 Chinese ancestry cases and 550 Chinese ancestry controls from 275 trios, 136 Chinese ancestry cases, 984 Chinese ancestry controls	1,299 European ancestry cases and 2,598 European ancestry controls from 1,299 trios	rs8453	0.465	9E-8	
22935194	http://europepmc.org/abstract/MED/22935194	A genome-wide association study of autism incorporating autism diagnostic interview-revised, autism diagnostic observation schedule, and social responsiveness scale.	Autism	Up to 2,165 European, African American, East Asian and South Asian ancestry individuals	Up to 1,231 individuals				
22843504	http://europepmc.org/abstract/MED/22843504	Individual common variants exert weak effects on the risk for autism spectrum disorderspi.	Autism	1,419 European ancestry cases from 1416 families	1,314 European ancestry cases from 1301 families	rs4675502	NR	4E-7	1.28
22843504	http://europepmc.org/abstract/MED/22843504	Individual common variants exert weak effects on the risk for autism spectrum disorderspi.	Autism	1,419 European ancestry cases from 1416 families	1,314 European ancestry cases from 1301 families	rs4150167	NR	3E-7	1.96
22843504	http://europepmc.org/abstract/MED/22843504	Individual common variants exert weak effects on the risk for autism spectrum disorderspi.	Autism	1,419 European ancestry cases from 1416 families	1,314 European ancestry cases from 1301 families	rs7711337	NR	8E-7	1.22
22843504	http://europepmc.org/abstract/MED/22843504	Individual common variants exert weak effects on the risk for autism spectrum disorderspi.	Autism	1,419 European ancestry cases from 1416 families	1,314 European ancestry cases from 1301 families	rs7834018	NR	8E-7	1.56
20663923	http://europepmc.org/abstract/MED/20663923	A genome-wide scan for common alleles affecting risk for autism.	Autism	1,385 child cases from 1,369 families	1,086 child cases from 595 families, 1,965 European, African American and other ancestry controls	rs4141463	0.57	4E-8	1.37
20663923	http://europepmc.org/abstract/MED/20663923	A genome-wide scan for common alleles affecting risk for autism.	Autism	1,385 child cases from 1,369 families	1,086 child cases from 595 families, 1,965 European, African American and other ancestry controls	rs7142002	0.94	3E-6	1.56
19812673	http://europepmc.org/abstract/MED/19812673	A genome-wide linkage and association scan reveals novel loci for autism.	Autism	1,553 cases from 1,031 families	2,073 trios	rs10513025	NR	3E-7	1.81
19812673	http://europepmc.org/abstract/MED/19812673	A genome-wide linkage and association scan reveals novel loci for autism.	Autism	1,553 cases from 1,031 families	2,073 trios	rs10513025	NR	3E-7	1.81
19456320	http://europepmc.org/abstract/MED/19456320	A genome-wide association study of autism reveals a common novel risk locus at 5p14.1.	Autism	1,390 European ancestry individuals from 438 families	2,390 European ancestry individuals from 457 families	rs10038113	0.59	3E-6	1.33
19404256	http://europepmc.org/abstract/MED/19404256	Common genetic variants on 5p14.1 associate with autism spectrum disorders.	Autism	3,101 European ancestry individuals from 780 families, 1,204 European ancestry cases, 6,491 European ancestry controls	1,390 European ancestry individuals from 447 families, 108 European ancestry cases, 540 European ancestry controls	rs4307059	0.61	2E-10	1.19
19404256	http://europepmc.org/abstract/MED/19404256	Common genetic variants on 5p14.1 associate with autism spectrum disorders.	Autism	3,101 European ancestry individuals from 780 families, 1,204 European ancestry cases, 6,491 European ancestry controls	1,390 European ancestry individuals from 447 families, 108 European ancestry cases, 540 European ancestry controls	rs4307059	0.61	2E-10	1.19
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs451390	0.85	2E-7	4.5455
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs7947821	0.75	2E-6	7.1429
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs2837857	0.7	2E-6	3.3333
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs12283022	0.75	2E-6	7.1429
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs12294076	0.83	1E-7	6.25
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs2505675	0.85	4E-6	4.5455
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs3218255	0.69	2E-7	4
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs40363	0.72	3E-6	11.1111
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs6538140	0.74	4E-6	4.3478
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs1819084	0.71	9E-6	6.25
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs1900442	0.85	5E-6	2.7027
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs17217757	0.82	3E-6	2.3256
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs1925714	0.86	2E-7	2.8571
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs958617	0.7	3E-7	6.6667
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs1934954	0.98	3E-6	7.1429
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs586716	0.846	8E-6	4.7619
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs1075309	0.91	7E-7	2.8571
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs6575836	0.79	8E-6	4
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls, (see Thye 2010)	NA	rs2057178	NR	1E-12	
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs2057178	0.92	3E-6	1.6129
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs6676375	0.87	8E-7	3.0303
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs17175227	0.98	9E-9	7.1429
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls, (see Thye 2010)	NA	rs4331426	NR	2E-8	
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs142513793	0.97	2E-7	5
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs139956886	0.98	6E-6	8.3333
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs5928363	0.98	4E-6	8.3333
24057671	http://europepmc.org/abstract/MED/24057671	Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.	Tuberculosis	642 South African coloured cases, 91 South African coloured controls	NA	rs2202157	0.84	8E-7	4
22551897	http://europepmc.org/abstract/MED/22551897	Genome-wide association studies of tuberculosis in Asians identify distinct at-risk locus for young tuberculosis.	Tuberculosis	433 Thai ancestry cases, 295 Thai ancestry controls, 188 Japanese ancestry cases, 934 Japanese ancestry controls	369 Thai ancestry cases, 439 Thai ancestry controls, 112 Japanese ancestry cases, 1,089 Japanese ancestry controls				
22306650	http://europepmc.org/abstract/MED/22306650	Common variants at 11p13 are associated with susceptibility to tuberculosis.	Tuberculosis	1,329 African ancestry cases, 1,847 African ancestry controls	2,024 African ancestry cases, 5,154 African ancestry controls, 1,025 Indonesian ancestry cases, 983 Indonesian ancestry controls, 4,441 European ancestry cases, 5,874 European ancestry controls	rs2057178	NR	3E-11	1.1
22239941	http://europepmc.org/abstract/MED/22239941	A genome wide association study of pulmonary tuberculosis susceptibility in Indonesians.	Tuberculosis	108 Indonesian ancestry cases, 115 Indonesian ancestry controls	600 Indonesian ancestry cases, 540 Indonesian ancestry controls, 1,837 European ancestry cases, 1,779 European ancestry controls				
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs7787531	0.29	9E-6	1.22
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs12386026	0.04	2E-6	1.66
20694014	http://europepmc.org/abstract/MED/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	Tuberculosis	2,237 Sub-Saharan African ancestry cases, 3,122 Sub-Saharan African ancestry controls	1,462 Sub-Saharan African ancestry cases, 4,604 Sub-Saharan African ancestry controls	rs712039	0.49	3E-6	1.21
